# indices,1k
5.830000000000000000e+02,8.250414386939999289e-01
5.840000000000000000e+02,8.258737715280000113e-01
5.850000000000000000e+02,8.267041083599999673e-01
5.860000000000000000e+02,8.275324491900000190e-01
5.870000000000000000e+02,8.283587940179999443e-01
5.880000000000000000e+02,8.291831428439999652e-01
5.890000000000000000e+02,8.300054956679999707e-01
5.900000000000000000e+02,8.308258524899999609e-01
5.910000000000000000e+02,8.316442133099999356e-01
5.920000000000000000e+02,8.324605781279998951e-01
5.930000000000000000e+02,8.332749469439999501e-01
5.940000000000000000e+02,8.340873197579999898e-01
5.950000000000000000e+02,8.348976965700000141e-01
5.960000000000000000e+02,8.357060773800000231e-01
5.970000000000000000e+02,8.365124621880000166e-01
5.980000000000000000e+02,8.373168509939999948e-01
5.990000000000000000e+02,8.381192437979999577e-01
6.000000000000000000e+02,8.389196406000000161e-01
6.010000000000000000e+02,8.397180413999999482e-01
6.020000000000000000e+02,8.405144461980000870e-01
6.030000000000000000e+02,8.413088549939999883e-01
6.040000000000000000e+02,8.421012677879999853e-01
6.050000000000000000e+02,8.428916845799999669e-01
6.060000000000000000e+02,8.436801053700000441e-01
6.070000000000000000e+02,8.444665301579999950e-01
6.080000000000000000e+02,8.452509589439999305e-01
6.090000000000000000e+02,8.460333917280000726e-01
6.100000000000000000e+02,8.468138285099999774e-01
6.110000000000000000e+02,8.475922692899999777e-01
6.120000000000000000e+02,8.483687140679999628e-01
6.130000000000000000e+02,8.491431628439999324e-01
6.140000000000000000e+02,8.499156156179999977e-01
6.150000000000000000e+02,8.506860723900000476e-01
6.160000000000000000e+02,8.514545331600000821e-01
6.170000000000000000e+02,8.522209979280001013e-01
6.180000000000000000e+02,8.529854666939999941e-01
6.190000000000000000e+02,8.537479394579999825e-01
6.200000000000000000e+02,8.545084162199999556e-01
6.210000000000000000e+02,8.552668969799999132e-01
6.220000000000000000e+02,8.560233817379999666e-01
6.230000000000000000e+02,8.567778704940001155e-01
6.240000000000000000e+02,8.575303632480000271e-01
6.250000000000000000e+02,8.582808599999999233e-01
6.260000000000000000e+02,8.590293607500000261e-01
6.270000000000000000e+02,8.597758654980000026e-01
6.280000000000000000e+02,8.605203742440000747e-01
6.290000000000000000e+02,8.612628869880000204e-01
6.300000000000000000e+02,8.620034037299999508e-01
6.310000000000000000e+02,8.627419244699999767e-01
6.320000000000000000e+02,8.634784492079999874e-01
6.330000000000000000e+02,8.642129779439999826e-01
6.340000000000000000e+02,8.649455106779999625e-01
6.350000000000000000e+02,8.656760474100000380e-01
6.360000000000000000e+02,8.664045881399999871e-01
6.370000000000000000e+02,8.671311328680000319e-01
6.380000000000000000e+02,8.678556815940000613e-01
6.390000000000000000e+02,8.685782343180000753e-01
6.400000000000000000e+02,8.692987910399999629e-01
6.410000000000000000e+02,8.700173517600000572e-01
6.420000000000000000e+02,8.707339164780000251e-01
6.430000000000000000e+02,8.714484851939999777e-01
6.440000000000000000e+02,8.721610579080000258e-01
6.450000000000000000e+02,8.728716346200000586e-01
6.460000000000000000e+02,8.735802153300000761e-01
6.470000000000000000e+02,8.742868000379999671e-01
6.480000000000000000e+02,8.749913887439999538e-01
6.490000000000000000e+02,8.756939814480000361e-01
6.500000000000000000e+02,8.763945781500001031e-01
6.510000000000000000e+02,8.770931788500000437e-01
6.520000000000000000e+02,8.777897835480000799e-01
6.530000000000000000e+02,8.784843922439999897e-01
6.540000000000000000e+02,8.791770049379999952e-01
6.550000000000000000e+02,8.798676216299998742e-01
6.560000000000000000e+02,8.805562423199999600e-01
6.570000000000000000e+02,8.812428670080000304e-01
6.580000000000000000e+02,8.819274956939999743e-01
6.590000000000000000e+02,8.826101283780000140e-01
6.600000000000000000e+02,8.832907650600000382e-01
6.610000000000000000e+02,8.839694057399999361e-01
6.620000000000000000e+02,8.846460504180000406e-01
6.630000000000000000e+02,8.853206990940000187e-01
6.640000000000000000e+02,8.859933517679999815e-01
6.650000000000000000e+02,8.866640084399999289e-01
6.660000000000000000e+02,8.873326691100000829e-01
6.670000000000000000e+02,8.879993337779999996e-01
6.680000000000000000e+02,8.886640024440000118e-01
6.690000000000000000e+02,8.893266751079998977e-01
6.700000000000000000e+02,8.899873517699999903e-01
6.710000000000000000e+02,8.906460324300000675e-01
6.720000000000000000e+02,8.913027170880000183e-01
6.730000000000000000e+02,8.919574057439999537e-01
6.740000000000000000e+02,8.926100983979999848e-01
6.750000000000000000e+02,8.932607950500000005e-01
6.760000000000000000e+02,8.939094956999998898e-01
6.770000000000000000e+02,8.945562003479999857e-01
6.780000000000000000e+02,8.952009089940000663e-01
6.790000000000000000e+02,8.958436216380000205e-01
6.800000000000000000e+02,8.964843382799999594e-01
6.810000000000000000e+02,8.971230589199999939e-01
6.820000000000000000e+02,8.977597835580001240e-01
6.830000000000000000e+02,8.983945121939999057e-01
6.840000000000000000e+02,8.990272448280000051e-01
6.850000000000000000e+02,8.996579814599999780e-01
6.860000000000000000e+02,9.002867220899999356e-01
6.870000000000000000e+02,9.009134667179999889e-01
6.880000000000000000e+02,9.015382153440000268e-01
6.890000000000000000e+02,9.021609679680000493e-01
6.900000000000000000e+02,9.027817245899999454e-01
6.910000000000000000e+02,9.034004852099999372e-01
6.920000000000000000e+02,9.040172498280000246e-01
6.930000000000000000e+02,9.046320184439999856e-01
6.940000000000000000e+02,9.052447910579999313e-01
6.950000000000000000e+02,9.058555676699999726e-01
6.960000000000000000e+02,9.064643482800001095e-01
6.970000000000000000e+02,9.070711328880000091e-01
6.980000000000000000e+02,9.076759214939998932e-01
6.990000000000000000e+02,9.082787140979999840e-01
7.000000000000000000e+02,9.088795106999999485e-01
7.010000000000000000e+02,9.094783113000000085e-01
7.020000000000000000e+02,9.100751158979999422e-01
7.030000000000000000e+02,9.106699244940000826e-01
7.040000000000000000e+02,9.112627370880000965e-01
7.050000000000000000e+02,9.118535536799998731e-01
7.060000000000000000e+02,9.124423742699999673e-01
7.070000000000000000e+02,9.130291988579999352e-01
7.080000000000000000e+02,9.136140274439999986e-01
7.090000000000000000e+02,9.141968600279999357e-01
7.100000000000000000e+02,9.147776966100000795e-01
7.110000000000000000e+02,9.153565371899999858e-01
7.120000000000000000e+02,9.159333817679999878e-01
7.130000000000000000e+02,9.165082303439999745e-01
7.140000000000000000e+02,9.170810829180000567e-01
7.150000000000000000e+02,9.176519394900000126e-01
7.160000000000000000e+02,9.182208000599999531e-01
7.170000000000000000e+02,9.187876646280001003e-01
7.180000000000000000e+02,9.193525331940001211e-01
7.190000000000000000e+02,9.199154057579999044e-01
7.200000000000000000e+02,9.204762823200000055e-01
7.210000000000000000e+02,9.210351628799999801e-01
7.220000000000000000e+02,9.215920474379999394e-01
7.230000000000000000e+02,9.221469359939999944e-01
7.240000000000000000e+02,9.226998285480000339e-01
7.250000000000000000e+02,9.232507251000000581e-01
7.260000000000000000e+02,9.237996256499999559e-01
7.270000000000000000e+02,9.243465301979999493e-01
7.280000000000000000e+02,9.248914387440000384e-01
7.290000000000000000e+02,9.254343512880000011e-01
7.300000000000000000e+02,9.259752678299999484e-01
7.310000000000000000e+02,9.265141883699999914e-01
7.320000000000000000e+02,9.270511129080000190e-01
7.330000000000000000e+02,9.275860414440000312e-01
7.340000000000000000e+02,9.281189739779999170e-01
7.350000000000000000e+02,9.286499105099998985e-01
7.360000000000000000e+02,9.291788510399999756e-01
7.370000000000000000e+02,9.297057955680000374e-01
7.380000000000000000e+02,9.302307440940000838e-01
7.390000000000000000e+02,9.307536966180001148e-01
7.400000000000000000e+02,9.312746531400001304e-01
7.410000000000000000e+02,9.317936136599999086e-01
7.420000000000000000e+02,9.323105781780000045e-01
7.430000000000000000e+02,9.328255466939999740e-01
7.440000000000000000e+02,9.333385192080000392e-01
7.450000000000000000e+02,9.338494957199999780e-01
7.460000000000000000e+02,9.343584762300001234e-01
7.470000000000000000e+02,9.348654607380000314e-01
7.480000000000000000e+02,9.353704492439999241e-01
7.490000000000000000e+02,9.358734417480000234e-01
7.500000000000000000e+02,9.363744382499999963e-01
7.510000000000000000e+02,9.368734387500000649e-01
7.520000000000000000e+02,9.373704432480001181e-01
7.530000000000000000e+02,9.378654517440000449e-01
7.540000000000000000e+02,9.383584642380000673e-01
7.550000000000000000e+02,9.388494807299999634e-01
7.560000000000000000e+02,9.393385012199999551e-01
7.570000000000000000e+02,9.398255257079999314e-01
7.580000000000000000e+02,9.403105541940000034e-01
7.590000000000000000e+02,9.407935866780000600e-01
7.600000000000000000e+02,9.412746231599999902e-01
7.610000000000000000e+02,9.417536636400000161e-01
7.620000000000000000e+02,9.422307081179999155e-01
7.630000000000000000e+02,9.427057565939999106e-01
7.640000000000000000e+02,9.431788090680000014e-01
7.650000000000000000e+02,9.436498655399999658e-01
7.660000000000000000e+02,9.441189260100000258e-01
7.670000000000000000e+02,9.445859904779999594e-01
7.680000000000000000e+02,9.450510589439999887e-01
7.690000000000000000e+02,9.455141314080001136e-01
7.700000000000000000e+02,9.459752078700000011e-01
7.710000000000000000e+02,9.464342883299999842e-01
7.720000000000000000e+02,9.468913727879999520e-01
7.730000000000000000e+02,9.473464612440000154e-01
7.740000000000000000e+02,9.477995536979999525e-01
7.750000000000000000e+02,9.482506501499999851e-01
7.760000000000000000e+02,9.486997506000000024e-01
7.770000000000000000e+02,9.491468550479998934e-01
7.780000000000000000e+02,9.495919634939999909e-01
7.790000000000000000e+02,9.500350759379999621e-01
7.800000000000000000e+02,9.504761923800000289e-01
7.810000000000000000e+02,9.509153128200000804e-01
7.820000000000000000e+02,9.513524372580000055e-01
7.830000000000000000e+02,9.517875656940000262e-01
7.840000000000000000e+02,9.522206981280000315e-01
7.850000000000000000e+02,9.526518345600000215e-01
7.860000000000000000e+02,9.530809749899999961e-01
7.870000000000000000e+02,9.535081194179999553e-01
7.880000000000000000e+02,9.539332678440000102e-01
7.890000000000000000e+02,9.543564202680000497e-01
7.900000000000000000e+02,9.547775766899999628e-01
7.910000000000000000e+02,9.551967371099999715e-01
7.920000000000000000e+02,9.556139015279999649e-01
7.930000000000000000e+02,9.560290699439999429e-01
7.940000000000000000e+02,9.564422423580000165e-01
7.950000000000000000e+02,9.568534187700000748e-01
7.960000000000000000e+02,9.572625991800001177e-01
7.970000000000000000e+02,9.576697835880000342e-01
7.980000000000000000e+02,9.580749719940000464e-01
7.990000000000000000e+02,9.584781643980000432e-01
8.000000000000000000e+02,9.588793607999999136e-01
8.010000000000000000e+02,9.592785611999999906e-01
8.020000000000000000e+02,9.596757655980000523e-01
8.030000000000000000e+02,9.600709739939999876e-01
8.040000000000000000e+02,9.604641863880000185e-01
8.050000000000000000e+02,9.608554027800000341e-01
8.060000000000000000e+02,9.612446231699999233e-01
8.070000000000000000e+02,9.616318475580000191e-01
8.080000000000000000e+02,9.620170759439999886e-01
8.090000000000000000e+02,9.624003083279999426e-01
8.100000000000000000e+02,9.627815447100001034e-01
8.110000000000000000e+02,9.631607850900001377e-01
8.120000000000000000e+02,9.635380294680000457e-01
8.130000000000000000e+02,9.639132778439999383e-01
8.140000000000000000e+02,9.642865302179999265e-01
8.150000000000000000e+02,9.646577865900000104e-01
8.160000000000000000e+02,9.650270469599999679e-01
8.170000000000000000e+02,9.653943113280000210e-01
8.180000000000000000e+02,9.657595796940000588e-01
8.190000000000000000e+02,9.661228520580000811e-01
8.200000000000000000e+02,9.664841284199999771e-01
8.210000000000000000e+02,9.668434087799999688e-01
8.220000000000000000e+02,9.672006931379999450e-01
8.230000000000000000e+02,9.675559814940000170e-01
8.240000000000000000e+02,9.679092738480000735e-01
8.250000000000000000e+02,9.682605702000000036e-01
8.260000000000000000e+02,9.686098705500000294e-01
8.270000000000000000e+02,9.689571748979999288e-01
8.280000000000000000e+02,9.693024832439999239e-01
8.290000000000000000e+02,9.696457955879999036e-01
8.300000000000000000e+02,9.699871119299999789e-01
8.310000000000000000e+02,9.703264322700000388e-01
8.320000000000000000e+02,9.706637566079999724e-01
8.330000000000000000e+02,9.709990849440000016e-01
8.340000000000000000e+02,9.713324172780000154e-01
8.350000000000000000e+02,9.716637536100000139e-01
8.360000000000000000e+02,9.719930939399999970e-01
8.370000000000000000e+02,9.723204382679999647e-01
8.380000000000000000e+02,9.726457865939999170e-01
8.390000000000000000e+02,9.729691389179999650e-01
8.400000000000000000e+02,9.732904952399999976e-01
8.410000000000000000e+02,9.736098555600000148e-01
8.420000000000000000e+02,9.739272198780000167e-01
8.430000000000000000e+02,9.742425881939998922e-01
8.440000000000000000e+02,9.745559605079999743e-01
8.450000000000000000e+02,9.748673368200000411e-01
8.460000000000000000e+02,9.751767171300000925e-01
8.470000000000000000e+02,9.754841014380000175e-01
8.480000000000000000e+02,9.757894897440000381e-01
8.490000000000000000e+02,9.760928820479999324e-01
8.500000000000000000e+02,9.763942783500000333e-01
8.510000000000000000e+02,9.766936786500000078e-01
8.520000000000000000e+02,9.769910829479999670e-01
8.530000000000000000e+02,9.772864912440000218e-01
8.540000000000000000e+02,9.775799035380000612e-01
8.550000000000000000e+02,9.778713198300000853e-01
8.560000000000000000e+02,9.781607401199999829e-01
8.570000000000000000e+02,9.784481644079999763e-01
8.580000000000000000e+02,9.787335926939999542e-01
8.590000000000000000e+02,9.790170249780000278e-01
8.600000000000000000e+02,9.792984612599999750e-01
8.610000000000000000e+02,9.795779015400000178e-01
8.620000000000000000e+02,9.798553458180000453e-01
8.630000000000000000e+02,9.801307940940000574e-01
8.640000000000000000e+02,9.804042463679999431e-01
8.650000000000000000e+02,9.806757026399999244e-01
8.660000000000000000e+02,9.809451629100000014e-01
8.670000000000000000e+02,9.812126271779999520e-01
8.680000000000000000e+02,9.814780954439999983e-01
8.690000000000000000e+02,9.817415677080000291e-01
8.700000000000000000e+02,9.820030439700000446e-01
8.710000000000000000e+02,9.822625242300000448e-01
8.720000000000000000e+02,9.825200084880000295e-01
8.730000000000000000e+02,9.827754967439999989e-01
8.740000000000000000e+02,9.830289889980000639e-01
8.750000000000000000e+02,9.832804852500000026e-01
8.760000000000000000e+02,9.835299855000000369e-01
8.770000000000000000e+02,9.837774897480000558e-01
8.780000000000000000e+02,9.840229979939999483e-01
8.790000000000000000e+02,9.842665102379999365e-01
8.800000000000000000e+02,9.845080264800000203e-01
8.810000000000000000e+02,9.847475467199999777e-01
8.820000000000000000e+02,9.849850709580000307e-01
8.830000000000000000e+02,9.852205991940000684e-01
8.840000000000000000e+02,9.854541314280000908e-01
8.850000000000000000e+02,9.856856676599999867e-01
8.860000000000000000e+02,9.859152078899999783e-01
8.870000000000000000e+02,9.861427521179999545e-01
8.880000000000000000e+02,9.863683003439999153e-01
8.890000000000000000e+02,9.865918525679999718e-01
8.900000000000000000e+02,9.868134087900000129e-01
8.910000000000000000e+02,9.870329690100000386e-01
8.920000000000000000e+02,9.872505332279999379e-01
8.930000000000000000e+02,9.874661014440000439e-01
8.940000000000000000e+02,9.876796736579999125e-01
8.950000000000000000e+02,9.878912498699999878e-01
8.960000000000000000e+02,9.881008300800000477e-01
8.970000000000000000e+02,9.883084142879999812e-01
8.980000000000000000e+02,9.885140024940000103e-01
8.990000000000000000e+02,9.887175946980000241e-01
9.000000000000000000e+02,9.889191908999999114e-01
9.010000000000000000e+02,9.891187911000000055e-01
9.020000000000000000e+02,9.893163952979999731e-01
9.030000000000000000e+02,9.895120034939999254e-01
9.040000000000000000e+02,9.897056156880000843e-01
9.050000000000000000e+02,9.898972318800000059e-01
9.060000000000000000e+02,9.900868520700001341e-01
9.070000000000000000e+02,9.902744762579999138e-01
9.080000000000000000e+02,9.904601044440000113e-01
9.090000000000000000e+02,9.906437366279999823e-01
9.100000000000000000e+02,9.908253728099999380e-01
9.110000000000000000e+02,9.910050129899999893e-01
9.120000000000000000e+02,9.911826571680000253e-01
9.130000000000000000e+02,9.913583053440000459e-01
9.140000000000000000e+02,9.915319575179999401e-01
9.150000000000000000e+02,9.917036136899999299e-01
9.160000000000000000e+02,9.918732738599999044e-01
9.170000000000000000e+02,9.920409380280000855e-01
9.180000000000000000e+02,9.922066061940000292e-01
9.190000000000000000e+02,9.923702783579999576e-01
9.200000000000000000e+02,9.925319545199999816e-01
9.210000000000000000e+02,9.926916346799999902e-01
9.220000000000000000e+02,9.928493188379999834e-01
9.230000000000000000e+02,9.930050069939999613e-01
9.240000000000000000e+02,9.931586991479999238e-01
9.250000000000000000e+02,9.933103952999999819e-01
9.260000000000000000e+02,9.934600954500000247e-01
9.270000000000000000e+02,9.936077995980000521e-01
9.280000000000000000e+02,9.937535077440000642e-01
9.290000000000000000e+02,9.938972198879999498e-01
9.300000000000000000e+02,9.940389360300000421e-01
9.310000000000000000e+02,9.941786561700000080e-01
9.320000000000000000e+02,9.943163803080000696e-01
9.330000000000000000e+02,9.944521084440000047e-01
9.340000000000000000e+02,9.945858405780000355e-01
9.350000000000000000e+02,9.947175767100000510e-01
9.360000000000000000e+02,9.948473168399999400e-01
9.370000000000000000e+02,9.949750609679999247e-01
9.380000000000000000e+02,9.951008090940000050e-01
9.390000000000000000e+02,9.952245612179999590e-01
9.400000000000000000e+02,9.953463173400000086e-01
9.410000000000000000e+02,9.954660774600000428e-01
9.420000000000000000e+02,9.955838415780000616e-01
9.430000000000000000e+02,9.956996096939999541e-01
9.440000000000000000e+02,9.958133818079999422e-01
9.450000000000000000e+02,9.959251579200000259e-01
9.460000000000000000e+02,9.960349380300000943e-01
9.470000000000000000e+02,9.961427221380000363e-01
9.480000000000000000e+02,9.962485102440000739e-01
9.490000000000000000e+02,9.963523023479999852e-01
9.500000000000000000e+02,9.964540984499999920e-01
9.510000000000000000e+02,9.965538985499999836e-01
9.520000000000000000e+02,9.966517026480000707e-01
9.530000000000000000e+02,9.967475107439999205e-01
9.540000000000000000e+02,9.968413228380000879e-01
9.550000000000000000e+02,9.969331389300000179e-01
9.560000000000000000e+02,9.970229590200000436e-01
9.570000000000000000e+02,9.971107831079999428e-01
9.580000000000000000e+02,9.971966111939999378e-01
9.590000000000000000e+02,9.972804432780000283e-01
9.600000000000000000e+02,9.973622793599999925e-01
9.610000000000000000e+02,9.974421194400000523e-01
9.620000000000000000e+02,9.975199635179999857e-01
9.630000000000000000e+02,9.975958115940001258e-01
9.640000000000000000e+02,9.976696636680000285e-01
9.650000000000000000e+02,9.977415197400000269e-01
9.660000000000000000e+02,9.978113798100000098e-01
9.670000000000000000e+02,9.978792438779999774e-01
9.680000000000000000e+02,9.979451119439999296e-01
9.690000000000000000e+02,9.980089840080000885e-01
9.700000000000000000e+02,9.980708600700000099e-01
9.710000000000000000e+02,9.981307401300001381e-01
9.720000000000000000e+02,9.981886241879999178e-01
9.730000000000000000e+02,9.982445122440000151e-01
9.740000000000000000e+02,9.982984042979999861e-01
9.750000000000000000e+02,9.983503003499999418e-01
9.760000000000000000e+02,9.984002003999999930e-01
9.770000000000000000e+02,9.984481044480000289e-01
9.780000000000000000e+02,9.984940124940000494e-01
9.790000000000000000e+02,9.985379245379999436e-01
9.800000000000000000e+02,9.985798405800000443e-01
9.810000000000000000e+02,9.986197606200000187e-01
9.820000000000000000e+02,9.986576846579999778e-01
9.830000000000000000e+02,9.986936126940000324e-01
9.840000000000000000e+02,9.987275447279999607e-01
9.850000000000000000e+02,9.987594807600000957e-01
9.860000000000000000e+02,9.987894207899999932e-01
9.870000000000000000e+02,9.988173648179999864e-01
9.880000000000000000e+02,9.988433128439999642e-01
9.890000000000000000e+02,9.988672648680000377e-01
9.900000000000000000e+02,9.988892208899999847e-01
9.910000000000000000e+02,9.989091809100000274e-01
9.920000000000000000e+02,9.989271449280000548e-01
9.930000000000000000e+02,9.989431129440000667e-01
9.940000000000000000e+02,9.989570849579999523e-01
9.950000000000000000e+02,9.989690609700000445e-01
9.960000000000000000e+02,9.989790409799998994e-01
9.970000000000000000e+02,9.989870249880000719e-01
9.980000000000000000e+02,9.989930129940001180e-01
9.990000000000000000e+02,9.989970049980000377e-01
1.000000000000000000e+03,9.989990010000000531e-01
0.000000000000000000e+00,0.000000000000000000e+00
